brandLabel,productLabel,industryLabel,countryLabel
Blue Yonder,Q9383367,Information Technology Consulting,Worldwide
Blue Yonder,Responsible Ai,Supply Chain Management,Worldwide
Blue Yonder,Reverse Logistics,Software Development,Worldwide
Blue Yonder,Robotics,Supply Chain Management,Worldwide
Blue Yonder,Sales Planning,Supply Chain Management,Worldwide
Blue Yonder,Software,Software Development,Worldwide
Blue Yonder,Strategic Planning Software,Supply Chain Management,Worldwide
Blue Yonder,Supply Chain Management Software,Software Development,Worldwide
Blue Yonder,Sustainability,Supply Chain Management,Worldwide
Blue Yonder,Transportation Management System,Software Development,Worldwide
Blue Yonder,Transportation Planning,Software Development,Worldwide
Blue Yonder,Warehouse Management System,Information Technology Consulting,Worldwide
Blue Yonder,Workforce Management,Software Development,Worldwide
Bluebird Photoplays,Film,Film,United States
Blueground,Corporate Housing,Property Management,United States
Bluescope Steel,Galvanized Steel,Iron And Steel Industry,Australia
Bluescope Steel,Sheet Steel,Iron And Steel Industry,Australia
Bluescope Steel,Steel Coil,Iron And Steel Industry,Australia
Bluesky Social Pbc,At Protocol,Internet Industry,United States
Bluesky Social Pbc,Bluesky,Internet Industry,United States
Bluespace,Multilevel Security,Software Industry,United States
Bluestacks,Software,Software Industry,United States
Bluetongue Brewery,Beer,Alcoholic Beverage,Australia
Blum,Builders Hardware,Metal Industry,Austria
Blur Studio,Film,Video Game Industry,United States
Bléhen-Detiège,Funerary Structure,Stonemasonry,Belgium
Bléhen-Detiège,Tombstone,Stonemasonry,Belgium
Bmarc,Firearm,Weapons Industry,United Kingdom
Bmb,Big Data Analytics,Information Technology,Lebanon
Bmb,Cloud Computing,Information Technology,Lebanon
Bmb,Computer Security,Artificial Intelligence,Lebanon
Bmb,Extended Reality,Software Development,Lebanon
Bmb,Managed Services,Software Development,Lebanon
Bmb,Technology Education,Artificial Intelligence,Lebanon
Bmc,Truck,Automotive Industry,Turkey
Bmc Software,Bmc Remedy Action Request System,Software Industry,United States
Bmc Software,Control-M Workload Automation,Software Industry,United States
Bmc Software,Remedy Corp,Software Industry,United States
Bmc Software,Software,Software Industry,United States
Bmce Bank International,Investment Bank,Financial Services,United Kingdom
Bmg Labtech,Plate Reader,Biotechnology,Germany
Bmn Bouwmaterialen,Building Material,Construction Materials Industry,Netherlands
Bmo Capital Markets Limited,Wholesale Banking,Financial Services,United Kingdom
Bmobile,Mobile Telephony,Telecommunications,Trinidad And Tobago
Bmp Greengas,Renewable Natural Gas,Renewable Energy,Germany
Bmr Group,Home Improvement,Retail,Canada
Bmw In The United States,Car,Automotive Industry,United States
Bmw India,Car,Automotive Industry,India
Bmw Peugeot Citroën Electrification,Automotive Battery,Automotive Industry,Germany
Bnito,Petroleum,Extraction Of Petroleum,Russian Empire
Bnp Paribas,Asset Management,Other Monetary Intermediations,France
Bnp Paribas Bank Polska,Financial Services,Financial Sector,Poland
Bob'S,Q120507496,Fast Food,Brazil
Bob'S,Q120507499,Fast Food,Brazil
Bob'S,Q120507501,Fast Food,Brazil
Bob'S,Q120507503,Fast Food,Brazil
Bob'S,Q120507505,Fast Food,Brazil
Bob'S,Q120507508,Fast Food,Brazil
Bob'S,Q120507510,Fast Food,Brazil
Bob'S,Q120507512,Fast Food,Brazil
Bob'S,Q120508170,Fast Food,Brazil
Bob'S,Q120508171,Fast Food,Brazil
Bob'S,Q120508172,Fast Food,Brazil
Bob'S,Q120508173,Fast Food,Brazil
Bob'S,Q120508174,Fast Food,Brazil
Bob'S,Q120508176,Fast Food,Brazil
Bob'S,Q120508179,Fast Food,Brazil
Bob'S,Q120508181,Fast Food,Brazil
Bob'S,Q120508193,Fast Food,Brazil
Bob'S,Q120508992,Fast Food,Brazil
Bob'S,Q120508993,Fast Food,Brazil
Bob'S,Q120508995,Fast Food,Brazil
Bob'S,Q120508996,Fast Food,Brazil
Bob'S,Q120508997,Fast Food,Brazil
Bob'S,Q120508998,Fast Food,Brazil
Bob'S,Q120508999,Fast Food,Brazil
Bob'S,Q120509000,Fast Food,Brazil
Bob'S,Q120509001,Fast Food,Brazil
Bob'S,Q120509002,Fast Food,Brazil
Bob'S,Q120509004,Fast Food,Brazil
Bob'S,Q120509015,Fast Food,Brazil
Bob'S,Q120509016,Fast Food,Brazil
Bob'S,Q120509017,Fast Food,Brazil
Bob'S,Q120509018,Fast Food,Brazil
Bob'S,Q120509019,Fast Food,Brazil
Bob'S,Q120509020,Fast Food,Brazil
Bob'S,Q120509021,Fast Food,Brazil
Bob'S,Q120509022,Fast Food,Brazil
Bob'S,Q120509023,Fast Food,Brazil
Bob'S,Q120509026,Fast Food,Brazil
Bob'S,Q120509027,Fast Food,Brazil
Bob'S,Q120512623,Fast Food,Brazil
Bob'S Stores,Clothing,Retail,United States
Bobcat Company,Compact Excavator,Construction Equipment,United States
Bobcat Company,Excavator,Construction Equipment,United States
Bobcat Company,Skid-Steer Loader,Construction Equipment,United States
Bobcat Company,Telescopic Handler,Construction Equipment,United States
Boconcept A/S,Furniture,Industrial Manufacturing,Denmark
Boddingtons Brewery,Beer,Brewing Industry,United Kingdom
Boden,Clothing,Clothing Industry,United Kingdom
Boden (Clothing),Clothing,Clothing Industry,England
Boden (Clothing),Household Goods,Clothing Industry,England
Bodenkreditanstalt In Hermannstadt,Pfandbrief,Financial Services,Romania
Bodum,Kitchenware,Industrial Manufacturing,Denmark
Boedelbak,Trailer,Rental And Leasing Activities,Netherlands
Boeing Commercial Airplanes,Boeing 737,Aircraft Industry,United States
Bofors,Weapon,Weapons Industry,Sweden
Bogatyr Access Komir,Coal,Mineral Industry Of Kazakhstan,Kazakhstan
Bogdan Group,Car,Automotive Industry,Ukraine
Bogoslovsky Aluminium Plant,Alumina,Non-Ferrous Metallurgy,Russia
Bohemia Interactive,Arma 3,Video Game Industry,Czech Republic
Bohemia Interactive,Arma Mobile Ops,Video Game Industry,Czech Republic
Bohemia Interactive,Dayz,Video Game Industry,Czech Republic
Bohemia Interactive,Operation Flashpoint: Cold War Crisis,Video Game Industry,Czech Republic
Bohemia Interactive,Take On Mars,Video Game Industry,Czech Republic
Bohemia Interactive,Vigor,Video Game Industry,Czech Republic
Bohemia Interactive,Ylands,Video Game Industry,Czech Republic
Bohemia Sekt,Wine,Beverage Industry,Czech Republic
Boinas Elósegui,Beret,Clothing Industry,Spain
Boing,Boing,Media Industry,Italy
Boing,Boing Plus,Media Industry,Italy
Boing,Cartoonito,Media Industry,Italy
Boing (Tv Channel),Block Programming,Mass Media,Italy
Boing (Tv Channel),Television Broadcaster,Mass Media,Italy
Boing (Tv Channel),Website,Mass Media,Italy
Boinx Software,Application Software,Software Industry,Germany
Boinx Software,Fotomagico,Software Industry,Germany
Boinx Software,Service,Software Industry,Germany
Bold Factory,Perfume,Perfumery,Italy
Boliden Ab,Sulfuric Acid,Zinc Industry,Sweden
Boll & Branch,Bed Sheet,Mattress,United States
Boller And Chivens,Spectrograph,Industrial Manufacturing,United States
Boller And Chivens,Telescope,Industrial Manufacturing,United States
Bolliger & Mabillard,Roller Coaster,Roller Coaster,Switzerland
Bollinger Shipyards,Barge,Arms Industry,United States
Bollinger Shipyards,Patrol Boat,Arms Industry,United States
Bollinger Shipyards,Patrol Vessel,Shipbuilding,United States
Bollinger Shipyards,Tugboat,Arms Industry,United States
Bollinger Shipyards,United States Coast Guard Cutter,Arms Industry,United States
Bollé Brands,Sunglasses,Eyewear,France
Boloco,Burrito,Restaurant,United States
Bolongaro Trevor,Men'S Clothing,Clothing Industry,United Kingdom
Bolongaro Trevor,Womenswear,Clothing Industry,United Kingdom
Bolsover Colliery Company,Coal,Mining Of Hard Coal,United Kingdom
Bolt,Bolt,Information Technology,Estonia
Bolt,Bolt Food,Information Technology,Estonia
Bombardier Aerospace,Jet Airliner,Aerospace Industry,Canada
Bon Ton,Kyabakura,Sex Industry,New Zealand
Bona Film Group,Film,Cinema Of China,China
Bonatrans Group,Wheelset,Industrial Manufacturing,Czech Republic
Bonchon Chicken,Korean Fried Chicken,Gastronomy,South Korea
Bond Clothing Stores,Clothing,Retail,United States
Bonds,Undergarment,Clothing Industry,Australia
Bongaigaon Refinery And Petrochemicals Limited,Petroleum,Petroleum Industry,India
Bonobos,Clothing,Retail,United States
Bontonfilm,Film,Film Distribution,Czech Republic
Bontoni,Shoe,Footwear Industry,Italy
Book Soup,Book,Retail,United States
Bookamania Ltd,Book,Publishing,Niger
Booker Group,Cash And Carry,Retail,United Kingdom
Booking Holdings,Booking.Com,Travel Industry,United States
Bookmans,Used Book,Retail,United States
Bookminds Publishers,Book,Publishing,Niger
Books & Gavel,Book,Publishing,Nigeria
Books And Sports Limited,Book,Publishing,Niger
Booksfortopics,Reading List,Education,United Kingdom
Booksy,Appointment Scheduling Software,Barbershop,United States
Booksy,Customer Relationship Management Software,Software As A Service,United States
Booksy,Inventory Management Software,Cosmetics Industry,United States
Booksy,Time Tracking Software,Barbershop,United States
Booksy,Workflow Management System,Cosmetics Industry,United States
Boom Technology,Supersonic Aircraft,Aircraft Industry,United States
Bootealicious,Tea,Industrial Manufacturing,Canada
Boozt,Fashion,Retail,Sweden
Border Breweries,Beer,Brewing Industry,United Kingdom
Borders Group,Book,Retail,United States
Borealis,Polyolefin,Petrochemical Industry,Austria
Borges,Drink,Food Industry,Spain
Borges,Nut,Food Industry,Spain
Borges,Olive Oil,Food Industry,Spain
Borges,Pasta,Food Industry,Spain
Borges,Seed Oil,Food Industry,Spain
Borges,Snack,Food Industry,Spain
Borges,Vinegar,Food Industry,Spain
Borgward Group Ag,Car,Automotive Industry,Germany
Borsalino,Fedora,Hat Industry,Italy
Borsheim'S Fine Jewelry,Jewelry,Retail,United States
Borsodchem,Isocyanate,Chemical Industry,Hungary
Borsodchem Mchz,Aniline,Chemical Industry,Czech Republic
Borsodchem Mchz,Cyclohexylamine,Chemical Industry,Czech Republic
Boryszew,Antifreeze,Automotive Industry,Poland
Boryszew,Coolant,Automotive Industry,Poland
Boryszew,Electrical Cable,Automotive Industry,Poland
Boryszew,Glove Compartment,Automotive Industry,Poland
Boryszew,Intercooler,Automotive Industry,Poland
Boryszew,Lead Oxide,Automotive Industry,Poland
Boryszew,Pipe,Automotive Industry,Poland
Boryszew,Shutter,Automotive Industry,Poland
Boryszew,Wire Rode,Automotive Industry,Poland
Boryszew,Zinc Oxide,Automotive Industry,Poland
Boscolo Gift,Box Set,Trade,Italy
Bose Corporation,Audio Equipment,Electronics Industry,United States
Bose Corporation,Headphone,Electronics Industry,United States
Bose Corporation,Loudspeaker,Electronics Industry,United States
Bosem Publishers Nig. Ltd.,Book,Publishing,Niger
Bosideng,Down Feather,Clothing Industry,People'S Republic Of China
Bossalien,Csr Racing,Video Game Industry,United Kingdom
Bostik,Glue,Q112165278,France
Bostitch,Fastener,Industrial Manufacturing,United States
Bostitch,Physical Tool,Industrial Manufacturing,United States
Boston Bioproducts,Buffer Solution,Biotechnology,United States
Boston Dynamics,Humanoid Robot,Robotics,United States
Boston Dynamics,Robotic Dog,Robotics,United States
Boston Dynamics,Robotics,Robotics,United States
Boston Dynamics,Spot,Robotics,United States
Bottega Veneta,Leatherwork,Fashion,Italy
Boudin Bakery,Baking,Food Manufacturing,United States
Bounty Agro Ventures,Rotisserie,Retail,Philippines
Bounty Press Ltd.,Book,Publishing,Nigeria
"Bourgeois, Frans",Shoe,Footwear Industry,Belgium
Boustead Heavy Industries Corporation Berhad,Naval Vessel,Weapons Industry,Malaysia
Boux Avenue,Lingerie,Retail,United Kingdom
Bouygues,Civil Engineering,Construction,France
Bovet Fleurier,Watch,Horology,Switzerland
Bovril,Meat Extract,Production Of Meat And Poultry Meat Products,United Kingdom
Bowers & Wilkins,Loudspeaker Enclosure,Consumer Electronics Industry,United Kingdom
Bowne & Co.,Letterpress Print,Printing,United States
Bowser Manufacturing,Scale Model,Game Industry,United States
Boxa,Boxing Glove,Sports Equipment,Australia
Boxa,Helmet,Sports Equipment,Australia
Boxer Tv Access,Digital Terrestrial Television,Subscription Television,Sweden
Boxful,Self Storage,Service,Hong Kong
Boyer Brothers,Confection,Food Processing,United States
Boyes,Variety Store,Retail,United Kingdom
Boylesports,Sports Betting,Bookmaker,United Kingdom
Bp,Petroleum,Petroleum Industry,United Kingdom
Bp Prudhoe Bay Royalty Trust,Oil,Petroleum Industry,United States
Bq,Robot,Consumer Electronics Industry,Spain
Br Legetøj,Toy Store Chain,Retail,Denmark
Braas (Unternehmen),Concrete Roof Tile,Building Material,Germany
Braas (Unternehmen),Roof Tile,Building Material,Germany
Brabag,Aviation Fuel,Chemical Industry,Germany
Brabag,Diesel Fuel,Chemical Industry,Germany
Brabag,Gasoline,Chemical Industry,German Reich
Brabag,Lignite,Chemical Industry,Germany
Brabag,Lubricant,Chemical Industry,German Reich
Brabag,Paraffin Wax,Chemical Industry,German Reich
Bradco Supply,Building Material,Product Distribution,United States
Braden Copper Company,Copper,Mining,United States
Bradesco,Financial Services,Financial Services,Brazil
Bradesco Seguros,Insurance,Financial Services,Brazil
Bradespar,Investment Company,Mining Industry,Brazil
Bradford & Bingley,Financial Services,Financial Services,United Kingdom
Bradford Exchange,Toy,Game Industry,United States
Bradken,Metal Casting,Foundry,Australia
Bradley & Craven Ltd,Brickworks,Manufacturing,United Kingdom
Bradley Aerospace,Homebuilt Aircraft,Aerospace Industry,United States
Bradley Knitting Company,Warp-Knit Fabric,Clothing Industry,United States
Brainflu,Film Production,Show Business,Brazil
Brainflu,Management,Marketing,Brazil
Brainflu,Marketing,Music Industry,Brazil
Brainflu,Record Label,Marketing,Brazil
Brainflu,Video Production,Music Industry,Brazil
Brains Brewery,Beer,Brewing Industry,United Kingdom
Brakspear Brewery,Beer,Brewing Industry,United Kingdom
Bral - Donego,Shoe,Footwear Industry,Belgium
Bralirwa,Beer,Brewery,Rwanda
Brambles Limited,Pallet,Service Sector,Australia
Brandalley,Furniture,Retail,United Kingdom
Brandback,Software Industry,Software Industry,Germany
Brandless,Food,E-Commerce,United States
Brandless,Household Goods,E-Commerce,United States
Brandless,Personal Care Product,E-Commerce,United States
Brandt,Rusk,Food Industry,Germany
Brandtl,Pet Supply,Retail,Czech Republic
Branobel,Petroleum Product,Petroleum Industry,Russian Empire
Brantly International,Helicopter,Industrial Manufacturing,United States
Brasil Kirin,Beer,Brewing Industry,Brazil
Brasil Telecom,Landline Telephone,Telecommunications,Brazil
Brasilinvest,Investment,Investment,Brazil
Brasilinvest,Investment Banking,Investment,Brazil
Brasserie Des Abers,Beer,Microbrewery,France
Brasserie Nationale D'Haiti,Soft Drink,Brewing,Haiti
Brassville Holdings (Pty) Ltd,Food,Industrial Manufacturing,Botswana
Brastemp,Clothes Dryer,Home Appliance,Brazil
Brastemp,Dishwasher,Home Appliance,Brazil
Brastemp,Refrigerator,Home Appliance,Brazil
Brastemp,Washing Machine,Home Appliance,Brazil
Braun,Home Appliance,Electrical Industry,Germany
Brav,Ski Wax,Sports Equipment,Norway
Brawa,Gas Transport,Energy Industry,Czech Republic
Brazilian Institute Of Public Opinion And Statistics,Marketing Research,Media Market,Brazil
Brazilian Warrant Agency And Finance Co,Coffee,Financial Services,Brazil
Brb Internacional,Television Series,Animation,Spain
Bre-X,Gold,Mining,Canada
Bread Ahead,Bakery,Bakery,United Kingdom
Bread Of Ukraine,Confection,Bakery Industry,Ukraine
Bread Of Ukraine,Flour-Based Food,Bakery Industry,Ukraine
Bread Of Ukraine,Grain,Bakery Industry,Ukraine
Breadtop,Bread,Food Service,Australia
Breda Siderurgica,Steel,Iron And Steel Industry,Italy
Bredamenarinibus,Bus,Public Transport,Italy
Breedlove Guitars,Acoustic Bass Guitar,Musical Instrument,United States
Breedlove Guitars,Electric Guitar,Musical Instrument,United States
Breedlove Guitars,Lap Steel Guitar,Musical Instrument,United States
Breedlove Guitars,Mandolin,Musical Instrument,United States
Breedlove Guitars,Steel-String Acoustic Guitar,Musical Instrument,United States
Breedlove Guitars,Twelve-String Guitar,Musical Instrument,United States
Breedlove Guitars,Ukulele,Musical Instrument,United States
Breezeline,Broadband,Telecommunications,United States
Breezeline,Cable Television,Telecommunications,United States
Breezeline,Digital Cable,Telecommunications,United States
Breezeline,Digital Television,Telecommunications,United States
Breezeline,High-Definition Television,Telecommunications,United States
Breezeline,Internet,Telecommunications,United States
Breezeline,Internet Security,Telecommunications,United States
Breezeline,Iptv,Telecommunications,United States
Breezeline,Voip Phone,Telecommunications,United States
Breitling,Watch,Horology,Switzerland
Brembo,Vehicle Brake,Automotive Industry,Italy
Bremer Vulkan,U-1271,Building Of Ships And Floating Structures,German Reich
Bremer Vulkan,U-1272,Building Of Ships And Floating Structures,German Reich
Bremer Vulkan,U-1273,Building Of Ships And Floating Structures,German Reich
Bremer Vulkan,U-1274,Building Of Ships And Floating Structures,Germany
Bremer Vulkan,U-1275,Shipbuilding,Germany
Bremer Vulkan,U-1276,Vehicle Construction,Germany
Bremer Vulkan,U-1277,Vehicle Construction,Germany
Bremer Vulkan,U-1278,Building Of Ships And Floating Structures,German Reich
Bremer Vulkan,U-1279,Building Of Ships And Floating Structures,German Reich
Bremer Vulkan,U-1280,Building Of Ships And Floating Structures,German Reich
Bremer Vulkan,U-1281,Building Of Ships And Floating Structures,German Reich
Bremer Vulkan,U-1282,Shipbuilding,Germany
Bremer Vulkan,U-132,Building Of Ships And Floating Structures,Germany
Bremer Vulkan,U-133,Building Of Ships And Floating Structures,German Reich
Bremer Vulkan,U-134,Vehicle Construction,German Reich
Bremer Vulkan,U-135,Vehicle Construction,German Reich
Bremer Vulkan,U-136,Building Of Ships And Floating Structures,German Reich
Bremer Vulkan,U-251,Building Of Ships And Floating Structures,German Reich
Bremer Vulkan,U-252,Shipbuilding,Germany
Bremer Vulkan,U-253,Building Of Ships And Floating Structures,Germany
